OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Croatia,10,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Georgia,9,0,1,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Qatar,8,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Portugal,8,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Romania,8,0,,,3,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Belarus,6,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Azerbaijan,6,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Slovenia,6,0,,,0,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Mexico,5,0,,,1,,Fri Mar  6 13:34:25 PST 2020,1583530465
Estonia,5,0,0,0,0,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Saudi Arabia,5,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Pakistan,5,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Philippines,5,1,1,,2,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Poland,5,0,0,0,0,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Chile,5,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Senegal,4,0,0,0,0,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Palestine,4,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Russia,4,0,,,2,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
New Zealand,4,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Indonesia,4,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Egypt,3,0,,,1,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Hungary,2,0,0,0,0,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Morocco,2,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Bosnia,2,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Luxembourg,2,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Nepal,1,0,,,1,,Fri Mar  6 13:34:25 PST 2020,1583530465
Cambodia,1,0,,,1,,Fri Mar  6 13:34:25 PST 2020,1583530465
Sri Lanka,1,0,,,1,,Fri Mar  6 13:34:25 PST 2020,1583530465
Afghanistan,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
North Macedonia,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Nigeria,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Lithuania,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Monaco,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Ukraine,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Latvia,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Tunisia,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Jordan,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Andorra,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Armenia,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Dominican Republic,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Argentina,1,0,,,,,Fri Mar  6 13:34:25 PST 2020,1583530465
Liechtenstein,1,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Bhutan,1,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Gibraltar,1,0,1,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Serbia,1,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Vatican City,1,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Cameroon,1,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
Colombia,1,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
South Africa,1,0,,,,Source,Fri Mar  6 13:34:25 PST 2020,1583530465
TOTAL,101449,3456,6335,49,55648,,Fri Mar  6 13:34:25 PST 2020,1583530465
