OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Andorra,1,0,,,,,Fri Mar  6 11:14:07 PST 2020,1583522047
Armenia,1,0,,,,,Fri Mar  6 11:14:07 PST 2020,1583522047
Dominican Republic,1,0,,,,,Fri Mar  6 11:14:07 PST 2020,1583522047
Argentina,1,0,,,,,Fri Mar  6 11:14:07 PST 2020,1583522047
Liechtenstein,1,0,,,,Source,Fri Mar  6 11:14:07 PST 2020,1583522047
Bhutan,1,0,,,,Source,Fri Mar  6 11:14:07 PST 2020,1583522047
Gibraltar,1,0,1,,,Source,Fri Mar  6 11:14:07 PST 2020,1583522047
Serbia,1,0,,,,Source,Fri Mar  6 11:14:07 PST 2020,1583522047
Vatican City,1,0,,,,Source,Fri Mar  6 11:14:07 PST 2020,1583522047
Cameroon,1,0,,,,Source,Fri Mar  6 11:14:07 PST 2020,1583522047
South Africa,1,0,,,,Source,Fri Mar  6 11:14:07 PST 2020,1583522047
TOTAL,101198,3456,6334,47,55630,,Fri Mar  6 11:14:07 PST 2020,1583522047
