china,MAINLAND CHINA,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
outside,Egypt,2,0,,,1,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Indonesia,2,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Portugal,2,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Brazil,2,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Ireland,2,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Nepal,1,0,,,1,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Cambodia,1,0,,,1,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Sri Lanka,1,0,,,1,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Afghanistan,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,North Macedonia,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Estonia,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Nigeria,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Lithuania,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,New Zealand,2,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Belarus,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Monaco,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Luxembourg,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Ukraine,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Morocco,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Latvia,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Senegal,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Saudi Arabia,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Tunisia,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Jordan,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Andorra,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Armenia,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Dominican Republic,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Chile,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Argentina,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,Liechtenstein,1,0,,,,Tue Mar  3 18:03:46 PST 2020,1583287426
outside,TOTAL,12810,221,249,36,830,Tue Mar  3 18:03:46 PST 2020,1583287426
