OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Philippines,5,1,1,,2,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Poland,5,0,0,0,0,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Chile,5,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Senegal,4,0,0,0,0,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Palestine,4,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Russia,4,0,,,2,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
New Zealand,4,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Indonesia,4,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Egypt,3,0,,,1,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Hungary,2,0,0,0,0,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Morocco,2,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Bosnia,2,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Luxembourg,2,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Nepal,1,0,,,1,,Fri Mar  6 10:58:56 PST 2020,1583521136
Cambodia,1,0,,,1,,Fri Mar  6 10:58:56 PST 2020,1583521136
Sri Lanka,1,0,,,1,,Fri Mar  6 10:58:56 PST 2020,1583521136
Afghanistan,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
North Macedonia,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Nigeria,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Lithuania,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Monaco,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Ukraine,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Latvia,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Tunisia,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Jordan,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Andorra,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Armenia,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Dominican Republic,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Argentina,1,0,,,,,Fri Mar  6 10:58:56 PST 2020,1583521136
Liechtenstein,1,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Bhutan,1,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Gibraltar,1,0,1,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Serbia,1,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Vatican City,1,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
Cameroon,1,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
South Africa,1,0,,,,Source,Fri Mar  6 10:58:56 PST 2020,1583521136
TOTAL,101193,3456,6334,47,55630,,Fri Mar  6 10:58:56 PST 2020,1583521136
