OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Oman,16,0,,,2,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Denmark,15,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Ecuador,13,0,,1,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Brazil,13,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Finland,12,0,,,1,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Macau,10,0,,,6,,Fri Mar  6 12:48:18 PST 2020,1583527698
Croatia,10,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Georgia,9,0,1,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Qatar,8,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Portugal,8,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Romania,7,0,,,1,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Belarus,6,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Azerbaijan,6,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Slovenia,6,0,,,0,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Mexico,5,0,,,1,,Fri Mar  6 12:48:18 PST 2020,1583527698
Estonia,5,0,0,0,0,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Saudi Arabia,5,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Pakistan,5,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Philippines,5,1,1,,2,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Poland,5,0,0,0,0,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Chile,5,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Senegal,4,0,0,0,0,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Palestine,4,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Russia,4,0,,,2,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
New Zealand,4,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Indonesia,4,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Egypt,3,0,,,1,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Hungary,2,0,0,0,0,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Morocco,2,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Bosnia,2,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Luxembourg,2,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Nepal,1,0,,,1,,Fri Mar  6 12:48:18 PST 2020,1583527698
Cambodia,1,0,,,1,,Fri Mar  6 12:48:18 PST 2020,1583527698
Sri Lanka,1,0,,,1,,Fri Mar  6 12:48:18 PST 2020,1583527698
Afghanistan,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
North Macedonia,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Nigeria,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Lithuania,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Monaco,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Ukraine,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Latvia,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Tunisia,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Jordan,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Andorra,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Armenia,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Dominican Republic,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Argentina,1,0,,,,,Fri Mar  6 12:48:18 PST 2020,1583527698
Liechtenstein,1,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Bhutan,1,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Gibraltar,1,0,1,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Serbia,1,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Vatican City,1,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Cameroon,1,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
Colombia,1,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
South Africa,1,0,,,,Source,Fri Mar  6 12:48:18 PST 2020,1583527698
TOTAL,101430,3456,6335,47,55630,,Fri Mar  6 12:48:18 PST 2020,1583527698
