OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Oman,16,0,,,2,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Denmark,15,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Ecuador,13,0,,1,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Brazil,13,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Finland,12,0,,,1,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Macau,10,0,,,6,,Fri Mar  6 14:13:50 PST 2020,1583532830
Croatia,10,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Georgia,9,0,1,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Qatar,8,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Portugal,8,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Romania,8,0,,,3,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Belarus,6,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Azerbaijan,6,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Slovenia,6,0,,,0,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Mexico,5,0,,,1,,Fri Mar  6 14:13:50 PST 2020,1583532830
Estonia,5,0,0,0,0,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Saudi Arabia,5,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Pakistan,5,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Philippines,5,1,1,,2,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Poland,5,0,0,0,0,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Chile,5,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Senegal,4,0,0,0,0,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Palestine,4,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Russia,4,0,,,2,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
New Zealand,4,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Indonesia,4,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Egypt,3,0,,,1,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Hungary,2,0,0,0,0,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Morocco,2,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Bosnia,2,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Luxembourg,2,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Nepal,1,0,,,1,,Fri Mar  6 14:13:50 PST 2020,1583532830
Cambodia,1,0,,,1,,Fri Mar  6 14:13:50 PST 2020,1583532830
Sri Lanka,1,0,,,1,,Fri Mar  6 14:13:50 PST 2020,1583532830
Afghanistan,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
North Macedonia,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Nigeria,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Lithuania,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Monaco,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Ukraine,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Latvia,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Tunisia,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Jordan,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Andorra,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Armenia,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Dominican Republic,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Argentina,1,0,,,,,Fri Mar  6 14:13:50 PST 2020,1583532830
Liechtenstein,1,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Bhutan,1,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Gibraltar,1,0,1,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Serbia,1,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Vatican City,1,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Cameroon,1,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
Colombia,1,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
South Africa,1,0,,,,Source,Fri Mar  6 14:13:50 PST 2020,1583532830
TOTAL,101449,3456,6335,49,55648,,Fri Mar  6 14:13:50 PST 2020,1583532830
