china,MAINLAND CHINA,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
outside,Latvia,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,Senegal,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,Saudi Arabia,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,Tunisia,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,Jordan,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,Andorra,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,Armenia,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,Dominican Republic,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,Chile,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,Argentina,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,Liechtenstein,1,0,,,,Tue Mar  3 19:31:20 PST 2020,1583292680
outside,TOTAL,12817,222,249,36,830,Tue Mar  3 19:31:20 PST 2020,1583292680
