OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Luxembourg,2,0,,,,Source,Fri Mar  6 13:03:45 PST 2020,1583528625
Nepal,1,0,,,1,,Fri Mar  6 13:03:45 PST 2020,1583528625
Cambodia,1,0,,,1,,Fri Mar  6 13:03:45 PST 2020,1583528625
Sri Lanka,1,0,,,1,,Fri Mar  6 13:03:45 PST 2020,1583528625
Afghanistan,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
North Macedonia,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Nigeria,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Lithuania,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Monaco,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Ukraine,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Latvia,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Tunisia,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Jordan,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Andorra,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Armenia,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Dominican Republic,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Argentina,1,0,,,,,Fri Mar  6 13:03:45 PST 2020,1583528625
Liechtenstein,1,0,,,,Source,Fri Mar  6 13:03:45 PST 2020,1583528625
Bhutan,1,0,,,,Source,Fri Mar  6 13:03:45 PST 2020,1583528625
Gibraltar,1,0,1,,,Source,Fri Mar  6 13:03:45 PST 2020,1583528625
Serbia,1,0,,,,Source,Fri Mar  6 13:03:45 PST 2020,1583528625
Vatican City,1,0,,,,Source,Fri Mar  6 13:03:45 PST 2020,1583528625
Cameroon,1,0,,,,Source,Fri Mar  6 13:03:45 PST 2020,1583528625
Colombia,1,0,,,,Source,Fri Mar  6 13:03:45 PST 2020,1583528625
South Africa,1,0,,,,Source,Fri Mar  6 13:03:45 PST 2020,1583528625
TOTAL,101447,3456,6335,49,55648,,Fri Mar  6 13:03:45 PST 2020,1583528625
