OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Brazil,13,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Finland,12,0,,,1,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Macau,10,0,,,6,,Fri Mar  6 13:16:28 PST 2020,1583529388
Croatia,10,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Georgia,9,0,1,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Qatar,8,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Portugal,8,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Romania,8,0,,,3,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Belarus,6,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Azerbaijan,6,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Slovenia,6,0,,,0,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Mexico,5,0,,,1,,Fri Mar  6 13:16:28 PST 2020,1583529388
Estonia,5,0,0,0,0,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Saudi Arabia,5,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Pakistan,5,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Philippines,5,1,1,,2,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Poland,5,0,0,0,0,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Chile,5,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Senegal,4,0,0,0,0,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Palestine,4,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Russia,4,0,,,2,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
New Zealand,4,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Indonesia,4,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Egypt,3,0,,,1,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Hungary,2,0,0,0,0,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Morocco,2,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Bosnia,2,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Luxembourg,2,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Nepal,1,0,,,1,,Fri Mar  6 13:16:28 PST 2020,1583529388
Cambodia,1,0,,,1,,Fri Mar  6 13:16:28 PST 2020,1583529388
Sri Lanka,1,0,,,1,,Fri Mar  6 13:16:28 PST 2020,1583529388
Afghanistan,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
North Macedonia,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Nigeria,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Lithuania,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Monaco,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Ukraine,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Latvia,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Tunisia,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Jordan,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Andorra,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Armenia,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Dominican Republic,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Argentina,1,0,,,,,Fri Mar  6 13:16:28 PST 2020,1583529388
Liechtenstein,1,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Bhutan,1,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Gibraltar,1,0,1,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Serbia,1,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Vatican City,1,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Cameroon,1,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
Colombia,1,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
South Africa,1,0,,,,Source,Fri Mar  6 13:16:28 PST 2020,1583529388
TOTAL,101449,3456,6335,49,55648,,Fri Mar  6 13:16:28 PST 2020,1583529388
