OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Senegal,4,0,0,0,0,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Palestine,4,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Russia,4,0,,,2,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
New Zealand,4,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Indonesia,4,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Egypt,3,0,,,1,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Hungary,2,0,0,0,0,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Morocco,2,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Bosnia,2,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Luxembourg,2,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Nepal,1,0,,,1,,Fri Mar  6 10:58:52 PST 2020,1583521132
Cambodia,1,0,,,1,,Fri Mar  6 10:58:52 PST 2020,1583521132
Sri Lanka,1,0,,,1,,Fri Mar  6 10:58:52 PST 2020,1583521132
Afghanistan,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
North Macedonia,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Nigeria,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Lithuania,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Monaco,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Ukraine,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Latvia,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Tunisia,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Jordan,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Andorra,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Armenia,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Dominican Republic,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Argentina,1,0,,,,,Fri Mar  6 10:58:52 PST 2020,1583521132
Liechtenstein,1,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Bhutan,1,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Gibraltar,1,0,1,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Serbia,1,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Vatican City,1,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
Cameroon,1,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
South Africa,1,0,,,,Source,Fri Mar  6 10:58:52 PST 2020,1583521132
TOTAL,101193,3456,6334,47,55630,,Fri Mar  6 10:58:52 PST 2020,1583521132
