OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Sri Lanka,1,0,,,1,,Fri Mar  6 11:14:16 PST 2020,1583522056
Afghanistan,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
North Macedonia,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Nigeria,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Lithuania,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Monaco,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Ukraine,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Latvia,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Tunisia,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Jordan,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Andorra,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Armenia,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Dominican Republic,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Argentina,1,0,,,,,Fri Mar  6 11:14:16 PST 2020,1583522056
Liechtenstein,1,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Bhutan,1,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Gibraltar,1,0,1,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Serbia,1,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Vatican City,1,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
Cameroon,1,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
South Africa,1,0,,,,Source,Fri Mar  6 11:14:16 PST 2020,1583522056
TOTAL,101206,3456,6334,47,55630,,Fri Mar  6 11:14:16 PST 2020,1583522056
