OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
Austria,47,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Thailand,47,1,1,,31,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Taiwan,45,1,0,0,12,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Iraq,35,2,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Iceland,34,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Greece,31,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
India,30,0,,,3,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
UAE,27,0,2,,5,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Algeria,17,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Israel,17,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Vietnam,16,0,,,16,,Fri Mar  6 11:10:54 PST 2020,1583521854
San Marino,16,1,3,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Lebanon,16,0,,1,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Oman,16,0,,,2,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Denmark,15,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Ecuador,13,0,,1,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Ireland,13,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Finland,12,0,,,1,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Macau,10,0,,,6,,Fri Mar  6 11:10:54 PST 2020,1583521854
Croatia,10,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Brazil,9,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Georgia,9,0,1,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Qatar,8,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Czech Republic,8,0,0,0,0,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Portugal,8,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Romania,7,0,,,1,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Belarus,6,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Azerbaijan,6,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Slovenia,6,0,,,0,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Mexico,5,0,,,1,,Fri Mar  6 11:10:54 PST 2020,1583521854
Estonia,5,0,0,0,0,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Saudi Arabia,5,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Pakistan,5,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Philippines,5,1,1,,2,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Poland,5,0,0,0,0,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Chile,5,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Senegal,4,0,0,0,0,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Palestine,4,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Russia,4,0,,,2,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
New Zealand,4,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Indonesia,4,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Egypt,3,0,,,1,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Hungary,2,0,0,0,0,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Morocco,2,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Bosnia,2,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Luxembourg,2,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Nepal,1,0,,,1,,Fri Mar  6 11:10:54 PST 2020,1583521854
Cambodia,1,0,,,1,,Fri Mar  6 11:10:54 PST 2020,1583521854
Sri Lanka,1,0,,,1,,Fri Mar  6 11:10:54 PST 2020,1583521854
Afghanistan,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
North Macedonia,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Nigeria,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Lithuania,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Monaco,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Ukraine,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Latvia,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Tunisia,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Jordan,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Andorra,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Armenia,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Dominican Republic,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Argentina,1,0,,,,,Fri Mar  6 11:10:54 PST 2020,1583521854
Liechtenstein,1,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Bhutan,1,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Gibraltar,1,0,1,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Serbia,1,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Vatican City,1,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
Cameroon,1,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
South Africa,1,0,,,,Source,Fri Mar  6 11:10:54 PST 2020,1583521854
TOTAL,101195,3456,6334,47,55630,,Fri Mar  6 11:10:54 PST 2020,1583521854
