,Country,Year_2016,Cases,Deaths,Serious,Critical,Recovered,Cases PerCapita,Deaths PerCapita,Serious PerCapita,Critical PerCapita,Recovered PerCapita,Deaths per Death plus Rec,date
90,Saudi Arabia,32275687,118,0.00000000,,,2.00000000,0.00000366,0.00000000,,,0.00000006,0.00000000,2020-03-15 21:09:30.862278
91,Senegal,15411614,24,0.00000000,,,0.00000000,0.00000156,0.00000000,,,0.00000000,,2020-03-15 21:09:30.862278
92,Singapore,5607283,212,0.00000000,,14.00000000,105.00000000,0.00003781,0.00000000,,0.00000250,0.00001873,0.00000000,2020-03-15 21:09:30.862278
93,San Marino,33203,101,5.00000000,10.00000000,,4.00000000,0.00304189,0.00015059,0.00030118,,0.00012047,0.55555556,2020-03-15 21:09:30.862278
94,Serbia,7057412,46,0.00000000,1.00000000,,,0.00000652,0.00000000,0.00000014,,,,2020-03-15 21:09:30.862278
95,Slovenia,2064845,181,1.00000000,0.00000000,0.00000000,0.00000000,0.00008766,0.00000048,0.00000000,0.00000000,0.00000000,1.00000000,2020-03-15 21:09:30.862278
96,Sweden,9903122,961,2.00000000,,,,0.00009704,0.00000020,,,,,2020-03-15 21:09:30.862278
97,Seychelles,94677,2,0.00000000,,,,0.00002112,0.00000000,,,,,2020-03-15 21:09:30.862278
98,Togo,7606374,1,0.00000000,,,,0.00000013,0.00000000,,,,,2020-03-15 21:09:30.862278
99,Thailand,68863514,114,1.00000000,1.00000000,,35.00000000,0.00000166,0.00000001,0.00000001,,0.00000051,0.02777778,2020-03-15 21:09:30.862278
100,Tunisia,11403248,18,0.00000000,,,,0.00000158,0.00000000,,,,,2020-03-15 21:09:30.862278
101,Turkey,79512426,12,0.00000000,,,,0.00000015,0.00000000,,,,,2020-03-15 21:09:30.862278
102,Ukraine,45004645,3,1.00000000,,,,0.00000007,0.00000002,,,,,2020-03-15 21:09:30.862278
103,United States,323127513,3791,65.00000000,60.00000000,4.00000000,9.00000000,0.00001173,0.00000020,0.00000019,0.00000001,0.00000003,0.87837838,2020-03-15 21:09:30.862278
104,Uzbekistan,31848200,4,0.00000000,,,,0.00000013,0.00000000,,,,,2020-03-15 21:09:30.862278
105,Venezuela,31568179,17,0.00000000,,,,0.00000054,0.00000000,,,,,2020-03-15 21:09:30.862278
106,Vietnam,92701100,49,0.00000000,,,16.00000000,0.00000053,0.00000000,,,0.00000017,0.00000000,2020-03-15 21:09:30.862278
107,South Africa,55908865,38,0.00000000,,,,0.00000068,0.00000000,,,,,2020-03-15 21:09:30.862278
