,Country,Year_2016,Cases,Deaths,Serious,Critical,Recovered,Cases PerCapita,Deaths PerCapita,Serious PerCapita,Critical PerCapita,Recovered PerCapita,Deaths per Death plus Rec,date
48,Guatemala,16582469,6,1.00000000,,,,0.00000036,0.00000006,,,,,2020-03-16 12:53:35.841639
49,Hong Kong,7346700,149,4.00000000,2.00000000,2.00000000,81.00000000,0.00002028,0.00000054,0.00000027,0.00000027,0.00001103,0.04705882,2020-03-16 12:53:35.841639
50,Honduras,9112867,6,0.00000000,,,,0.00000066,0.00000000,,,,,2020-03-16 12:53:35.841639
51,Croatia,4170600,56,0.00000000,,,1.00000000,0.00001343,0.00000000,,,0.00000024,0.00000000,2020-03-16 12:53:35.841639
52,Hungary,9817958,32,1.00000000,,,0.00000000,0.00000326,0.00000010,,,0.00000000,1.00000000,2020-03-16 12:53:35.841639
53,Indonesia,261115456,134,5.00000000,,,8.00000000,0.00000051,0.00000002,,,0.00000003,0.38461538,2020-03-16 12:53:35.841639
54,India,1324171354,130,2.00000000,,,13.00000000,0.00000010,0.00000000,,,0.00000001,0.13333333,2020-03-16 12:53:35.841639
55,Ireland,4773095,169,2.00000000,,,,0.00003541,0.00000042,,,,,2020-03-16 12:53:35.841639
56,Iran,80277428,14991,853.00000000,,,4996.00000000,0.00018674,0.00001063,,,0.00006223,0.14583690,2020-03-16 12:53:35.841639
57,Iraq,37202572,133,10.00000000,,,26.00000000,0.00000358,0.00000027,,,0.00000070,0.27777778,2020-03-16 12:53:35.841639
58,Iceland,334252,180,0.00000000,1.00000000,,,0.00053852,0.00000000,0.00000299,,,,2020-03-16 12:53:35.841639
59,Israel,8547100,277,0.00000000,4.00000000,,4.00000000,0.00003241,0.00000000,0.00000047,,0.00000047,0.00000000,2020-03-16 12:53:35.841639
60,Italy,60600590,27980,2158.00000000,1851.00000000,,2749.00000000,0.00046171,0.00003561,0.00003054,,0.00004536,0.43977991,2020-03-16 12:53:35.841639
61,Jamaica,2881355,15,0.00000000,,,,0.00000521,0.00000000,,,,,2020-03-16 12:53:35.841639
62,Jordan,9455802,15,0.00000000,,,1.00000000,0.00000159,0.00000000,,,0.00000011,0.00000000,2020-03-16 12:53:35.841639
63,Japan,126994511,818,24.00000000,32.00000000,,59.00000000,0.00000644,0.00000019,0.00000025,,0.00000046,0.28915663,2020-03-16 12:53:35.841639
64,Kazakhstan,17797032,9,0.00000000,,,,0.00000051,0.00000000,,,,,2020-03-16 12:53:35.841639
65,Kenya,48461567,3,0.00000000,,,,0.00000006,0.00000000,,,,,2020-03-16 12:53:35.841639
66,Cambodia,15762370,12,0.00000000,,,1.00000000,0.00000076,0.00000000,,,0.00000006,0.00000000,2020-03-16 12:53:35.841639
67,South Korea,51245707,8236,75.00000000,,36.00000000,1137.00000000,0.00016072,0.00000146,,0.00000070,0.00002219,0.06188119,2020-03-16 12:53:35.841639
68,Kuwait,4052584,112,0.00000000,4.00000000,,9.00000000,0.00002764,0.00000000,0.00000099,,0.00000222,0.00000000,2020-03-16 12:53:35.841639
69,Lebanon,6006668,99,3.00000000,,2.00000000,,0.00001648,0.00000050,,0.00000033,,,2020-03-16 12:53:35.841639
70,Liberia,4613823,1,0.00000000,,,,0.00000022,0.00000000,,,,,2020-03-16 12:53:35.841639
71,Liechtenstein,37666,7,0.00000000,,,,0.00018584,0.00000000,,,,,2020-03-16 12:53:35.841639
72,Sri Lanka,21203000,18,0.00000000,,,1.00000000,0.00000085,0.00000000,,,0.00000005,0.00000000,2020-03-16 12:53:35.841639
73,Lithuania,2872298,14,0.00000000,,,,0.00000487,0.00000000,,,,,2020-03-16 12:53:35.841639
74,Luxembourg,582972,77,1.00000000,,,,0.00013208,0.00000172,,,,,2020-03-16 12:53:35.841639
75,Latvia,1960424,30,0.00000000,,,,0.00001530,0.00000000,,,,,2020-03-16 12:53:35.841639
76,Morocco,35276786,28,1.00000000,,,,0.00000079,0.00000003,,,,,2020-03-16 12:53:35.841639
77,Monaco,38499,2,0.00000000,,,,0.00005195,0.00000000,,,,,2020-03-16 12:53:35.841639
78,Moldova,3552000,23,0.00000000,,,,0.00000648,0.00000000,,,,,2020-03-16 12:53:35.841639
79,Maldives,417492,13,0.00000000,,,,0.00003114,0.00000000,,,,,2020-03-16 12:53:35.841639
80,Mexico,127540423,53,0.00000000,,1.00000000,3.00000000,0.00000042,0.00000000,,0.00000001,0.00000002,0.00000000,2020-03-16 12:53:35.841639
81,Malta,436947,21,0.00000000,,,2.00000000,0.00004806,0.00000000,,,0.00000458,0.00000000,2020-03-16 12:53:35.841639
82,Mauritania,4301018,1,0.00000000,,,,0.00000023,0.00000000,,,,,2020-03-16 12:53:35.841639
83,Malaysia,31187265,553,0.00000000,5.00000000,,42.00000000,0.00001773,0.00000000,0.00000016,,0.00000135,0.00000000,2020-03-16 12:53:35.841639
84,Namibia,2479713,2,0.00000000,,,,0.00000081,0.00000000,,,,,2020-03-16 12:53:35.841639
85,Nigeria,185989640,2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,,2020-03-16 12:53:35.841639
86,Netherlands,17018408,1413,24.00000000,,45.00000000,2.00000000,0.00008303,0.00000141,,0.00000264,0.00000012,0.92307692,2020-03-16 12:53:35.841639
87,Norway,5232929,1256,3.00000000,,,,0.00024002,0.00000057,,,,,2020-03-16 12:53:35.841639
88,Nepal,28982771,1,0.00000000,,,1.00000000,0.00000003,0.00000000,,,0.00000003,0.00000000,2020-03-16 12:53:35.841639
89,New Zealand,4692700,10,0.00000000,,,,0.00000213,0.00000000,,,,,2020-03-16 12:53:35.841639
90,Oman,4424762,22,0.00000000,0.00000000,0.00000000,9.00000000,0.00000497,0.00000000,0.00000000,0.00000000,0.00000203,0.00000000,2020-03-16 12:53:35.841639
91,Pakistan,193203476,179,0.00000000,,,3.00000000,0.00000093,0.00000000,,,0.00000002,0.00000000,2020-03-16 12:53:35.841639
92,Panama,4034119,55,1.00000000,,,,0.00001363,0.00000025,,,,,2020-03-16 12:53:35.841639
93,Peru,31773839,86,0.00000000,,,,0.00000271,0.00000000,,,,,2020-03-16 12:53:35.841639
94,Philippines,103320222,142,12.00000000,1.00000000,,3.00000000,0.00000137,0.00000012,0.00000001,,0.00000003,0.80000000,2020-03-16 12:53:35.841639
95,Poland,37948016,150,3.00000000,2.00000000,0.00000000,0.00000000,0.00000395,0.00000008,0.00000005,0.00000000,0.00000000,1.00000000,2020-03-16 12:53:35.841639
96,Portugal,10324611,331,1.00000000,18.00000000,,2.00000000,0.00003206,0.00000010,0.00000174,,0.00000019,0.33333333,2020-03-16 12:53:35.841639
97,Paraguay,6725308,8,0.00000000,1.00000000,,,0.00000119,0.00000000,0.00000015,,,,2020-03-16 12:53:35.841639
98,Qatar,2569804,401,0.00000000,,,4.00000000,0.00015604,0.00000000,,,0.00000156,0.00000000,2020-03-16 12:53:35.841639
99,Romania,19705301,159,0.00000000,,,9.00000000,0.00000807,0.00000000,,,0.00000046,0.00000000,2020-03-16 12:53:35.841639
100,Rwanda,11917508,5,0.00000000,,,,0.00000042,0.00000000,,,,,2020-03-16 12:53:35.841639
101,Saudi Arabia,32275687,133,0.00000000,,,6.00000000,0.00000412,0.00000000,,,0.00000019,0.00000000,2020-03-16 12:53:35.841639
102,Sudan,39578828,1,0.00000000,,,,0.00000003,0.00000000,,,,,2020-03-16 12:53:35.841639
103,Senegal,15411614,27,0.00000000,,,0.00000000,0.00000175,0.00000000,,,0.00000000,,2020-03-16 12:53:35.841639
104,Singapore,5607283,226,0.00000000,,13.00000000,105.00000000,0.00004030,0.00000000,,0.00000232,0.00001873,0.00000000,2020-03-16 12:53:35.841639
105,San Marino,33203,109,7.00000000,11.00000000,,4.00000000,0.00328284,0.00021082,0.00033130,,0.00012047,0.63636364,2020-03-16 12:53:35.841639
106,Serbia,7057412,55,0.00000000,1.00000000,,,0.00000779,0.00000000,0.00000014,,,,2020-03-16 12:53:35.841639
107,Slovenia,2064845,219,1.00000000,0.00000000,0.00000000,0.00000000,0.00010606,0.00000048,0.00000000,0.00000000,0.00000000,1.00000000,2020-03-16 12:53:35.841639
108,Sweden,9903122,1032,3.00000000,,,,0.00010421,0.00000030,,,,,2020-03-16 12:53:35.841639
109,Seychelles,94677,3,0.00000000,,,,0.00003169,0.00000000,,,,,2020-03-16 12:53:35.841639
110,Togo,7606374,1,0.00000000,,,,0.00000013,0.00000000,,,,,2020-03-16 12:53:35.841639
111,Thailand,68863514,147,1.00000000,1.00000000,,38.00000000,0.00000213,0.00000001,0.00000001,,0.00000055,0.02564103,2020-03-16 12:53:35.841639
112,Tunisia,11403248,20,0.00000000,,,,0.00000175,0.00000000,,,,,2020-03-16 12:53:35.841639
113,Turkey,79512426,18,0.00000000,,,,0.00000023,0.00000000,,,,,2020-03-16 12:53:35.841639
114,Ukraine,45004645,3,1.00000000,,,,0.00000007,0.00000002,,,,,2020-03-16 12:53:35.841639
115,United States,323127513,4289,71.00000000,60.00000000,4.00000000,9.00000000,0.00001327,0.00000022,0.00000019,0.00000001,0.00000003,0.88750000,2020-03-16 12:53:35.841639
116,Uzbekistan,31848200,6,0.00000000,,,,0.00000019,0.00000000,,,,,2020-03-16 12:53:35.841639
117,Venezuela,31568179,17,0.00000000,,,,0.00000054,0.00000000,,,,,2020-03-16 12:53:35.841639
118,Vietnam,92701100,57,0.00000000,,,16.00000000,0.00000061,0.00000000,,,0.00000017,0.00000000,2020-03-16 12:53:35.841639
119,South Africa,55908865,62,0.00000000,,,,0.00000111,0.00000000,,,,,2020-03-16 12:53:35.841639
