date2,unixtime,adm0_a3,nyt_name,lat,lon,jhu_location,jhu_sublocation,active,in_region_table,in_country_count,travel_warning,source,override_count,override_deaths,override_date,override_fixed,mobile_table_name,world_map_label_name,world_map_label,world_map_label_desktop_only,asia_map_label,asia_map_label_desktop_only,eu_map_label,eu_map_label_desktop_only,label_offset_y,sentence_name,label,confirmed,deaths,recovered
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,46.8,127.07,Mainland China,Heilongjiang,True,,,,,,,,,,,,,,,,,,,Heilongjiang (Mainland China),481,13,434
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,30.8,103.8,Mainland China,Sichuan,True,,,,,,,,,,,,,,,,,,,Sichuan (Mainland China),539,3,474
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,29.5,106.4,Mainland China,Chongqing,True,,,,,,,,,,,,,,,,,,,Chongqing (Mainland China),576,6,542
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,33.15,119.58,Mainland China,Jiangsu,True,,,,,,,,,,,,,,,,,,,Jiangsu (Mainland China),631,0,622
Tue Mar 10 00:04:54 PDT 2020,1583823894,USA,United States,37.09,-95.713,US,,True,True,True,,,,,,,U.S.,U.S.,True,,,,,,,the United States,US,729,26,0
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,36.4,116.5,Mainland China,Shandong,True,,,,,,,,,,,,,,,,,,,Shandong (Mainland China),758,6,703
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,27.28,114.91,Mainland China,Jiangxi,True,,,,,,,,,,,,,,,,,,,Jiangxi (Mainland China),935,1,927
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,32,116.1,Mainland China,Anhui,True,,,,,,,,,,,,,,,,,,,Anhui (Mainland China),990,6,984
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,27.4,110.4,Mainland China,Hunan,True,,,,,,,,,,,,,,,,,,,Hunan (Mainland China),1018,4,988
Tue Mar 10 00:04:54 PDT 2020,1583823894,JPN,Japan,36.49,143,Japan,,True,True,True,2,"NYT, includes 696 cruise ship + 511 in Japan from JHU. 6 died on cruise and 6 died in Japan. https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200306-sitrep-46-covid-19.pdf?sfvrsn=96b04adf_2",1207,12,0001-03-10,,Japan,Japan,True,,top,,,,,,Japan,1207,12,101
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,29.1,120.1,Mainland China,Zhejiang,True,,,,,,,,,,,,,,,,,,,Zhejiang (Mainland China),1215,1,1183
Tue Mar 10 00:04:54 PDT 2020,1583823894,DEU,Germany,51.166,10.452,Germany,,True,True,True,,,,,,,Germany,Germany,True,True,,,True,,-30,,Germany,1224,2,18
Tue Mar 10 00:04:54 PDT 2020,1583823894,ESP,Spain,40.464,-3.749,Spain,,True,True,True,,,,,,,Spain,Spain,,,,,True,,,,Spain,1231,30,32
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,33.9,112.4,Mainland China,Henan,True,,,,,,,,,,,,,,,,,,,Henan (Mainland China),1272,22,1247
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,22.9,112.4,Mainland China,Guangdong,True,,,,,,,,,,,,,,,,,,,Guangdong (Mainland China),1353,8,1273
Tue Mar 10 00:04:54 PDT 2020,1583823894,FRA,France,46.228,2.214,France,,True,True,True,,"via Aurelien Breeden, NYT",1412,30,0001-03-08,True,France,France,True,True,,,True,,,,France,1412,30,12
Tue Mar 10 00:04:54 PDT 2020,1583823894,IRN,Iran,32.428,53.688,Iran,,True,True,True,3,,,,,,Iran,Iran,True,,,,,,,,Iran,7161,237,2394
Tue Mar 10 00:04:54 PDT 2020,1583823894,KOR,South Korea,35.908,127.767,South Korea,,True,True,True,3,,,,,,S. Korea,S. Korea,True,,top,True,,,-20,South Korea,South Korea,7513,54,247
Tue Mar 10 00:04:54 PDT 2020,1583823894,ITA,Italy,41.872,12.567,Italy,,True,True,True,3,"via Elisabetta Povoledo, NYT",7375,366,0001-03-08,,Italy,Italy,True,,,,True,,,,Italy,9172,463,724
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,,32.05,110.5,Mainland China,Hubei,True,,,,,,,,,,,,,count_only,,,,,,Hubei (Mainland China),67760,3024,47590
Tue Mar 10 00:04:54 PDT 2020,1583823894,CHN,Mainland China,35.862,104.195,Mainland China,,True,True,True,3,,,,,,China,China,True,,,,,,,China,Mainland China,80755,3136,0
